_id,SENJSKIH USKOKA 2,051/344-423,Rijeka,CENTAR ZA ODGOJ I OBRAZOVANJE,Grad Rijeka,51000,Ivone  Sabaric Rubesa,051/344-145,"Osnovna skola, Posebna ustanova odgoja i obrazovanja, Srednja s",http://centar-odgojiobrazovanje-ri.skole.hr/,"tatjana.kovacic@skole.hr, ured@centar-odgojiobrazovanje-ri.skol",08-071-026,Primorsko-goranska zupanija
235,Jadrovska 20,031/275-968,Osijek,Poljoprivredna i veterinarska škola Osijek,Osječko-baranjska županija,31000,Ivan  Aničić,"031/275-960, 031/275-961, 031/275-964, 031/272-268",Srednja škola,ss-poljoprivredna-veterinarska-os.skole.hr,ured@ss-poljoprivredna-veterinarska-os.skole.hr,14-060-507,Osječko-baranjska županija
236,Drinska 16a,"",Osijek,GRADITELJSKO - GEODETSKA ŠKOLA OSIJEK,Osječko-baranjska županija,31000,Darko  Pšihistal,"031/274-500, 031/274-500, 031/274-500, 031/274-501, 274-502",Srednja škola,http://ss-graditeljsko-geodetska-os.skole.hr,ured@ss-graditeljsko-geodetska-os.skole.hr,14-060-509,Osječko-baranjska županija
237,VUKOVARSKA 209,031/505-341,Osijek,Tehnička škola i prirodoslovna gimnazija Ruđera Boškovića,Osječko-baranjska županija,31000,Nada  Pitinac,"031/501-933, 031/501-933, 031/505-341",Srednja škola,"",ured@ss-tehnicka-rboskovica-os.skole.hr,14-060-510,Osječko-baranjska županija
238,TRG SVETOG TROJSTVA 4,031/399-353,Osijek,EKONOMSKA I UPRAVNA ŠKOLA OSIJEK,Osječko-baranjska županija,31000,Lidija  Žaper,"031/212-670, 031/399-341, 212-670, 031/399-348, 031/399-347",Srednja škola,http://ss-ekonomska-upravna-os.skole.hr/,ured@ss-ekonomska-upravna-os.skole.hr,14-060-511,Osječko-baranjska županija
239,MATIJE GUPCA 61,"",Osijek,UGOSTITELJSKO-TURISTIČKA ŠKOLA,Osječko-baranjska županija,31000,Andrej  Kristek,031/211-095,Srednja škola,https://rck-utso.hr/,ured@ss-ugostiteljsko-turisticka-os.skole.hr,14-060-512,Osječko-baranjska županija
240,TRG BANA JOSIPA JELAČIĆA 24,031/502-554,Osijek,Obrtnička škola Osijek,Osječko-baranjska županija,31000,Maja  Zorić,"031/506-150, 031/506-150",Srednja škola,http://ss-obrtnicka-os.skole.hr/,ured@ss-obrtnicka-os.skole.hr,14-060-513,Osječko-baranjska županija
241,GUNDULIĆEVA 38,031/202-234,Osijek,TRGOVAČKA I KOMERCIJALNA ŠKOLA DAVOR MILAS,Osječko-baranjska županija,31000,Renata  Petrović,"031/202-234, 031/202-919, 031/209-337",Srednja škola,"","trgos@tiksdm.hr, trgos@ss-trg-kom-dmilas-os.skole.hr",14-060-514,Osječko-baranjska županija
242,DRINSKA 12,031/273-111,Osijek,ŠKOLA PRIMIJENJENE UMJETNOSTI I DIZAJNA OSIJEK,Osječko-baranjska županija,31000,Kristina  Kopf,"031/273-126, 031/273-126, 031/273-111","Srednja škola, Umjetnička škola",http://umjetnicka-skola-osijek.hr/,ured@ss-primijenjenaumjetnostidizajn-os.skole.hr,14-060-515,Osječko-baranjska županija
243,TRG VATROSLAVA LISINSKOG 1,031/215-123,Osijek,ISUSOVAČKA KLASIČNA GIMNAZIJA S PRAVOM JAVNOSTI U OSIJEKU,Provincijalat Hrvatske pokrajine Družbe Isusove,31000,Alen  Šimičić,"031/215-120, 031/215-120, 031/215-121, 031/215-124",Srednja škola,http://www.ikg.hr,"ikg@ikg.hr, ured@gimnazija-isusovackaspravomjavnosti-os.skole.hr",14-060-521,Osječko-baranjska županija
244,ŠKOLSKA 6,"",Osijek,"GAUDEAMUS, prva privatna srednja škola u Osijeku s pravom javnosti",Kristina Šakić,31000,Adrijana  Krkalo,"098 9805 905, 098 329 532",Srednja škola,www.gaudeamus.hr,"gaudeamus.osijek@gmail.com, gaudeamus@gaudeamus.hr, ured@ss-prva-privatna-gaudeamus-os.skole.hr",14-060-522,Osječko-baranjska županija
245,dr. Franje Tuđmana 2,031/651-497,Valpovo,Srednja škola Valpovo,Osječko-baranjska županija,31550,Svjetlana  Kalpić,"031/651-577, 031/496-781, 031/496-780, 031/663-948, 031/496-782, 031/496-790",Srednja škola,https://ss-valpovo.hr/,"ss-valpovo@ss-valpovo.skole.hr, kalpic.svjetlana@skole.hr",14-085-501,Osječko-baranjska županija
246,Trg dr. Franje Tuđmana 4,031/601-554,Đurđenovac,SREDNJA ŠKOLA JOSIPA KOZARCA ĐURĐENOVAC,Osječko-baranjska županija,31511,Danijel  Rončević,"031/601-554, 031/602-607",Srednja škola,www.ss-jkozarca-djurdjenovac.skole.hr,ured@ss-jkozarca-djurdjenovac.skole.hr,14-326-501,Osječko-baranjska županija
247,BRAĆE RADIĆA 7,031 / 590 290,Dalj,SREDNJA ŠKOLA DALJ,Osječko-baranjska županija,31226,Rajko  Lukić,"031 / 590 290, 031 / 590 290",Srednja škola,http://ss-dalj.skole.hr/,ured@ss-dalj.skole.hr,14-411-501,Osječko-baranjska županija
248,POLJANA 1,022/886-933,Drniš,SREDNJA ŠKOLA IVANA MEŠTROVIĆA DRNIŠ,Šibensko-kninska županija,22320,Hrvoje  Pekas,"022/886-114, 022/886-933",Srednja škola,https://www.ss-ivana-mestrovica-drnis.hr/,"tajnistvo@ss-imestrovica-drnis.skole.hr, kontakt@ss-imestrovica-drnis.skole.hr",15-017-501,Šibensko-kninska županija
249,Put gimnazije 64,"",Šibenik,EKONOMSKA ŠKOLA ŠIBENIK,Šibensko-kninska županija,22000,Igor  Friedrich,"022/200-388, 022/200-386, 022/200-387, 022/212-845",Srednja škola,"","ured@ss-ekonomska-si.skole.hr, essib@ss-ekonomska-si.skole.hr",15-081-501,Šibensko-kninska županija
250,Put Gimnazije 64,022/214-606,Šibenik,PROMETNO-TEHNIČKA ŠKOLA ŠIBENIK,Šibensko-kninska županija,22000,Marijan  Bilić,"022/219-779, 022/214-606, 022/215-621, 022/331-655, 022/331-615",Srednja škola,"",admin@ss-prometno-tehnicka-si.skole.hr,15-081-502,Šibensko-kninska županija
251,ANTE ŠUPUKA 29,"",Šibenik,Medicinska škola,Šibensko-kninska županija,22000,Aleksandra  Acalin,"022/312-550; 022/331-253, 099/8181755",Srednja škola,http://www.ss-medicinska-si.skole.hr,ured@ss-medicinska-si.skole.hr,15-081-504,Šibensko-kninska županija
252,Ulica Ante Šupuka 29,022/310-136,Šibenik,TURISTIČKO-UGOSTITELJSKA ŠKOLA ŠIBENIK,Šibensko-kninska županija,22000,Senka  Dodig,"022/336-100, 336-320",Srednja škola,http://ss-turisticko-ugostiteljska-si.skole.hr/,"tus@si.ht.hr, ured@ss-turisticko-ugostiteljska-si.skole.hr",15-081-505,Šibensko-kninska županija
253,Put Gimnazije br. 64,022/216-420,Šibenik,GIMNAZIJA ANTUNA VRANČIĆA,Šibensko-kninska županija,22000,Ivan  Knežević,"022/213-276, 022/216-420",Srednja škola,http://gav.hr/,gimnazija@gav.hr,15-081-506,Šibensko-kninska županija
254,Ante Šupuka 31,022/332-074,Šibenik,TEHNIČKA ŠKOLA,Šibensko-kninska županija,22000,Josip  Belamarić,022/336-618,Srednja škola,www.ss-tehnicka-si.skole.hr,"tehskola@tssibenik.hr, ured@ss-tehnicka-si.skole.hr",15-081-507,Šibensko-kninska županija
255,ANTE ŠUPUKA 31,022/310-016;,Šibenik,INDUSTRIJSKO-OBRTNIČKA ŠKOLA ŠIBENIK,Šibensko-kninska županija,22000,Zoran  Živković,"022/334-220, 310-016;, 022/334-220;, 022/334-220;",Srednja škola,www.ioss.hr,"ind.obrt.skola@si.t-com.hr, skola@ss-industrijsko-obrtnicka-si.skole.hr",15-081-508,Šibensko-kninska županija
256,Ante Šupuka 31 ,022/213-383,Šibenik,SREDNJA STRUKOVNA ŠKOLA ŠIBENIK,Šibensko-kninska županija,22000,Dražen  Sekso,"022/214-484, 022/213-383",Srednja škola,www.strukovna.hr,ured@ss-strukovna-si.skole.hr,15-081-509,Šibensko-kninska županija
257,STANKA VRAZA 15,"",Vinkovci,Tehnička škola Ruđera Boškovića Vinkovci,Vukovarsko-srijemska županija,32100,Zlatko  Ruščić,"032/354-615, 032/354-114, 032/ 354 619, 032/ 354 244, 0989808550",Srednja škola,http://www.tsvk.hr,"pedagog@tsvk.hr, racunovodstvo@tsvk.hr, ravnatelj@tsvk.hr, administracija@tsvk.hr, tajnistvo@tsvk.hr",16-088-501,Vukovarsko-srijemska županija
258,Trg bana Josipa Šokčevića 1,"",Vinkovci,Gimnazija Matije Antuna Reljkovića,Vukovarsko-srijemska županija,32100,Ivana  Biljan,"032/332-284, 032/338-261, 032/331-517, 032/338-262",Srednja škola,http://www.gimnazijavk.hr,"upisi@gimnazija-mareljkovica-vk.skole.hr, ured@gimnazija-mareljkovica-vk.skole.hr",16-088-502,Vukovarsko-srijemska županija
259,Antuna Akšamovića 31,"",Vinkovci,Ekonomska i trgovačka škola Ivana Domca,Vukovarsko-srijemska županija,32100,Mato  Džalto,"032/354-064, 032/354-983, 032/354-984, 032/354-064",Srednja škola,"",ured@ss-ekonomska-vk.skole.hr,16-088-504,Vukovarsko-srijemska županija
260,STANKA VRAZA 15,032/354-820,Vinkovci,Drvodjelska tehnička škola,Vukovarsko-srijemska županija,32100,Josip  Jovanovac,"032/354-866, 032/354-821, 032/354-617, 032/354-069",Srednja škola,www.ss-drvodjelska-tehnicka-vk.skole.hr,"ravnatelj@ss-drvodjelska-tehnicka-vk.skole.hr, tajnistvo@ss-drvodjelska-tehnicka-vk.skole.hr",16-088-506,Vukovarsko-srijemska županija
261,STANKA VRAZA 15,"",Vinkovci,Srednja strukovna škola Vinkovci,Vukovarsko-srijemska županija,32100,Domagoj  Bujadinović,"032/354-618, 032/354-901, 032/354-900",Srednja škola,http://www.srednjastrukovnaskolavinkovci.hr/,sssvinkovci@gmail.com,16-088-507,Vukovarsko-srijemska županija
262,H.D.Genschera 16a,"",Vinkovci,Zdravstvena i veterinarska škola Dr. Andrije Štampara Vinkovci,Vukovarsko-srijemska županija,32100,Josip  Šuker,"032/306-301, 032/306-190, 032/306-191",Srednja škola,"",ured@ss-drastampara-vk.skole.hr,16-088-508,Vukovarsko-srijemska županija
263,H.D.GENSCHERA 16,"",Vinkovci,POLJOPRIVREDNO ŠUMARSKA ŠKOLA VINKOVCI,Vukovarsko-srijemska županija,32100,Ružica  Zucić,"032/306-292, 032/306-601",Srednja škola,"","ps.skola.vinkovci@gmail.com, pssvk@ss-poljoprivredno-sumarska-vk.skole.hr",16-088-509,Vukovarsko-srijemska županija
264,ŠAMAC 2,032/414-780,Vukovar,GIMNAZIJA VUKOVAR,Vukovarsko-srijemska županija,32000,Giana  Marović Zeko,"032/413-338, 032/413-338, 032/413-953",Srednja škola,www.gimnazija-vukovar.skole.hr,administracija@gimnazija-vukovar.skole.hr,16-096-501,Vukovarsko-srijemska županija
265,Stjepana Filipovića 6,032/421-032,Vukovar,Ekonomska škola Vukovar,Vukovarsko-srijemska županija,32010,Jelena  Vinaj,"032/423-019, 0989567895, 032/423-305",Srednja škola,"",ured@ss-ekonomska-vu.skole.hr,16-096-502,Vukovarsko-srijemska županija
266,Blage Zadre 4,"",Vukovar,TEHNIČKA ŠKOLA NIKOLE TESLE,Vukovarsko-srijemska županija,32010,Đorđe  Lukić,"032/423-025, 032/423-025",Srednja škola,"",ured@ss-tehnicka-ntesla-vu.skole.hr,16-096-503,Vukovarsko-srijemska županija
267,Domovinskog rata 58,032/424-971,Vukovar,Srednja strukovna škola Marko Babić,Vukovarsko-srijemska županija,32010,Rudolf  Tomić,032/424-970,Srednja škola,http://ss-markobabic-vu.skole.hr/,"ured@ss-markobabic-vu.skole.hr, racunovodstvo@ss-markobabic-vu.skole.hr",16-096-504,Vukovarsko-srijemska županija
268,VELIKI KRAJ 42,032/837-442,Županja,"OBRTNIČKO - INDUSTRIJSKA ŠKOLA, Županja",Vukovarsko-srijemska županija,32270,Vesna  Ivančičević,"032/837-442, 032/837-442",Srednja škola,http://ss-obrtnicko-industrijska-zu.skole.hr/,"obrind-skola-zupanja@vk.t-com.hr, ured@ss-obrtnicko-industrijska-zu.skole.hr",16-111-501,Vukovarsko-srijemska županija
269,VELIKI KRAJ 42,"",Županja,Gimnazija Županja,Vukovarsko-srijemska županija,32270,Ivica  Živković,"032/837-620, 032/837-533; 098 774 144, 032/837-278, 837-025",Srednja škola,http://gimnazija-zupanja.skole.hr/,"administracija@gimnazija-zupanja.skole.hr, ured@gimnazija-zupanja.skole.hr",16-111-502,Vukovarsko-srijemska županija
270,VELIKI KRAJ 42,032/837-025,Županja,Tehnička škola Županja,Vukovarsko-srijemska županija,32270,Marko  Dorotek,"032/837-926, 032/837-926",Srednja škola,www.ss-tehnicka-zupanja.skole.hr,tszu@ss-tehnicka-zupanja.skole.hr,16-111-503,Vukovarsko-srijemska županija
271,MATIJE GUPCA 168,"",Ilok,SREDNJA ŠKOLA ILOK,Vukovarsko-srijemska županija,32236,Željko  Prskalo,"032/593-207, 032/590-221, 032/593-117, 032/592-820",Srednja škola,http://ssilok.hr,ss-ilok@ss-ilok.skole.hr,16-426-501,Vukovarsko-srijemska županija
272,KROZ BURAK 81,021/741-115 ili 761-157,Hvar,SREDNJA ŠKOLA HVAR,Splitsko-dalmatinska županija,21450,Saša  Paduan,"021/717-138, 021/761-157",Srednja škola,"","srednja-skola-hvar@st.htnet.hr, ured@ss-hvar.skole.hr",17-029-501,Splitsko-dalmatinska županija
273,BRUNE BUŠIĆA 59,021/670055,Imotski,OBRTNIČKO-INDUSTRIJSKA ŠKOLA U IMOTSKOM,Splitsko-dalmatinska županija,21260,Nediljko  Biočić,"021/842-333, 0981661161",Srednja škola,"",ured@ss-obrtnicko-industrijska-imotski.skole.hr,17-030-502,Splitsko-dalmatinska županija
274,BRUNA BUŠIĆA 59,021/842-222,Imotski,EKONOMSKA ŠKOLA,Splitsko-dalmatinska županija,21260,Željko  Đuzel,"021/842-222, 021/842-229",Srednja škola,"","djelatnici@ss-ekonomska-imotski.skole.hr, ured@ss-ekonomska-imotski.skole.hr, ured@ss-ekonomska-imotski.skole.hr",17-030-503,Splitsko-dalmatinska županija
275,BRUNE BUŠIĆA 59,021/841-151,Imotski,TEHNIČKA ŠKOLA U IMOTSKOM,Splitsko-dalmatinska županija,21260,Ivan  Majić,"021/841-550, 021/841-550",Srednja škola,www.ss-tehnicka-imotski.skole.hr,ured@ss-tehnicka-imotski.skole.hr,17-030-504,Splitsko-dalmatinska županija
276,BRUNA BUŠIĆA 59,021/843-099,Imotski,GIMNAZIJA DR. MATE UJEVIĆA,Splitsko-dalmatinska županija,21260,Boris  Karin,"021/843-098, 021/670-337",Srednja škola,"",gimnazija@gimnazija-mujevica-im.skole.hr,17-030-505,Splitsko-dalmatinska županija
277,Breljanska 3,021/610-200,Makarska,SREDNJA ŠKOLA FRA ANDRIJE KAČIĆA MIOŠIĆA,Splitsko-dalmatinska županija,21300,Evelin  Bulić,"021/610-304, 021/610-304, 021/610-200, 021/678-268",Srednja škola,http://www.ss-fraandrijekacicamiosica-ma.skole.hr/,ured@ss-fraandrijekacicamiosica-ma.skole.hr,17-047-501,Splitsko-dalmatinska županija
278,Breljanska 3,021 678 016,Makarska,SREDNJA STRUKOVNA ŠKOLA,Splitsko-dalmatinska županija,21300,,"021/678 017, 021/678-016",Srednja škola,"",ured@ss-strukovna-ma.skole.hr,17-047-502,Splitsko-dalmatinska županija
279,TRG KRALJA TOMISLAVA 2,021/862-320,Omiš,Srednja škola Jure Kaštelan,Splitsko-dalmatinska županija,21310,Tereza  Srdelić,021/861-117,Srednja škola,https://ssjk.hr,ured@ss-jkastelan-omis.skole.hr,17-057-501,Splitsko-dalmatinska županija
280,Dinka Šimunovića 14.,"",Sinj,Srednja strukovna škola bana Josipa Jelačića,Splitsko-dalmatinska županija,21230,Stipe  Ivišić,"021/668-583, 021/668-586",Srednja škola,"",tajnistvo@ss-strukovna-banajosipajelacica-sinj.skole.hr,17-075-501,Splitsko-dalmatinska županija
281,DINKA ŠIMUNOVIĆA 10,021/825-444,Sinj,GIMNAZIJA DINKA ŠIMUNOVIĆA U SINJU,Splitsko-dalmatinska županija,21230,Tomislav  Bilić,"021/821-608, 021/821-808",Srednja škola,www.gimnazija-dsimunovica-sinj.skole.hr,ured@gimnazija-dsimunovica-sinj.skole.hr,17-075-502,Splitsko-dalmatinska županija
282,DINKA ŠIMUNOVIĆA  12,021/821-502,Sinj,TEHNIČKA I INDUSTRIJSKA ŠKOLA RUĐERA BOŠKOVIĆA U SINJU,Splitsko-dalmatinska županija,21230,Marica  Barać,"021/821-522, 021/821-522, 021/821-502, 021/821-818",Srednja škola,tiswebstranica@gmail.com,tis@ss-rboskovic-sinj.skole.hr,17-075-503,Splitsko-dalmatinska županija
283,ULICA FRANJEVAČKE KLASIČNE GIMNAZIJE 22,021/821-809,Sinj,FRANJEVAČKA KLASIČNA GIMNAZIJA U SINJU S PRAVOM JAVNOSTI,Franjevačka provincija Presvetog Otkupitelja,21230,Josko  Kodžoman,"021/821-809, 021/660-480",Srednja škola,"","fkgsinj@gmail.com, ured@gimnazija-franjevacka-klasicna-sinj.skole.hr",17-075-504,Splitsko-dalmatinska županija
284,PUT MULINE 2B,021/881-414,Trogir,Srednja škola IVANA LUCIĆA - TROGIR,Splitsko-dalmatinska županija,21220,Jakša  Geić,"021/884-891, 021/881-414",Srednja škola,http://ss-ilucica-trogir.skole.hr,ured@ss-ilucica-trogir.skole.hr,17-083-501,Splitsko-dalmatinska županija
285,Ul. dr. Franje Tuđmana 1,021/884-251,Trogir,SREDNJA STRUKOVNA ŠKOLA BLAŽ JURJEV TROGIRANIN,Splitsko-dalmatinska županija,21220,Karmen  Sinanović,"021/882-511, 021/885-620",Srednja škola,"","sss.bjt.trogir@gmail.com, pisarnica@ss-strukovna-bjtrogiranin-trogir.skole.hr",17-083-502,Splitsko-dalmatinska županija
286,VIŠKOG BOJA 9,021/711-449,Vis,SREDNJA ŠKOLA ANTUN MATIJAŠEVIĆ - KARAMANEO,Splitsko-dalmatinska županija,21480,,"021/711-748, 021/711-449",Srednja škola,"",ured@ss-amkaramaneo-vis.skole.hr,17-090-501,Splitsko-dalmatinska županija
287,MATICE HRVATSKE 8,021/674-335,Vrgorac,SREDNJA ŠKOLA TINA UJEVIĆA,Splitsko-dalmatinska županija,21276,Drago  Mihaljević,"021/674-026, 021/674-335",Srednja škola,http://ss-tujevic-vrgorac.skole.hr/,ured@ss-tujevic-vrgorac.skole.hr,17-093-501,Splitsko-dalmatinska županija
288,Put poljoprivrednika 5,021/234-599,Kaštel Štafilić - Nehaj,SREDNJA ŠKOLA BRAĆA RADIĆ,Splitsko-dalmatinska županija,21216,,"021/234-505, 00385915025365, 021/234-599, 234-587, 021 234-505, 021 231-940",Srednja škola,"",ured@ss-bracaradic-kastelstafilicnehaj.skole.hr,17-124-501,Splitsko-dalmatinska županija
289,MATICE HRVATSKE 11,"",Split,PRIRODOSLOVNA ŠKOLA SPLIT,Splitsko-dalmatinska županija,21000,Marija  Pustak,"021/434-590, 021/465-462, 021/465-462, 021/468-871",Srednja škola,www.prirodoslovna.hr,"prirodoslovna@prirodoslovna.hr, ured@ss-prirodoslovna-st.skole.hr",17-126-501,Splitsko-dalmatinska županija
290,TESLINA 2,021/385-936,Split,ELEKTROTEHNIČKA ŠKOLA - SPLIT,Splitsko-dalmatinska županija,21000,Sanio  Bečić,"021/385-941, 021/385-941, 021/385-941",Srednja škola,http://www.ss-elektrotehnicka-st.skole.hr/,ured@ss-elektrotehnicka-st.skole.hr,17-126-502,Splitsko-dalmatinska županija
291,MATICE HRVATSKE 11,021/468-199,Split,GRADITELJSKO-GEODETSKA TEHNIČKA ŠKOLA,Splitsko-dalmatinska županija,21000,Filip  Relja,"021/558-430, 021/468-199",Srednja škola,https://ggts.hr/,ured@ss-graditeljskogeodetskatehnicka-st.skole.hr,17-126-503,Splitsko-dalmatinska županija
292,NODILOVA 3,"",Split,OBRTNIČKA ŠKOLA,Splitsko-dalmatinska županija,21000,Davor  Kulić,021/343-612,Srednja škola,http://ss-obrtnicka-st.skole.hr,ured@ss-obrtnicka-st.skole.hr,17-126-504,Splitsko-dalmatinska županija
293,NIKOLE TESLE 10,"",Split,I. GIMNAZIJA SPLIT,Splitsko-dalmatinska županija,21000,Dobrila  Gotovac Stipaničev,"021/384-944, 021/384-966, 021/315-475, 021/315-476",Srednja škola,www.gimnazija-prva-st.skole.hr,"tajnistvo@gimnazija-prva-st.skole.hr, gimnazija@gimnazija-prva-st.skole.hr",17-126-505,Splitsko-dalmatinska županija
294,NIKOLE TESLE 10,021385914,Split,II GIMNAZIJA - SPLIT,Splitsko-dalmatinska županija,21000,Ivanka  Kovačević,"021/385-914; 021/384-969, 021/384-807, 021/386-174",Srednja škola,www.gimnazija-druga-st.skole.hr,ured@gimnazija-druga-st.skole.hr,17-126-506,Splitsko-dalmatinska županija
295,MATICE HRVATSKE 11,021/465-445,Split,III. GIMNAZIJA,Splitsko-dalmatinska županija,21000,Deana  Bokšić,"021/558-428, 021/558-421, 021/558-420",Srednja škola,www.trema.hr,"iiigs@trema.hr, info@gimnazija-treca-st.skole.hr",17-126-507,Splitsko-dalmatinska županija
296,ZAGREBAČKA 2,021/315-632,Split,IV. GIMNAZIJA MARKO MARULIĆ,Splitsko-dalmatinska županija,21000,Ninočka  Knežević,"021/344-484, 021/348-380, 021/346-296",Srednja škola,http://gimnazija-cetvrta-mmarulic-st.skole.hr/,ured@gimnazija-cetvrta-mmarulic-st.skole.hr,17-126-508,Splitsko-dalmatinska županija
297,ZAGREBAČKA 2,021/315-250,Split,V. GIMNAZIJA VLADIMIR NAZOR SPLIT,Splitsko-dalmatinska županija,21000,Ankica  Kovač,"021/348-381, 021/344-922, 021/344-922",Srednja škola,www.petagimnazijast.hr,"sluzbenik@gimnazija-peta-vnazor-st.skole.hr, vnazor@petagimnazijast.hr, vnazor@gimnazija-peta-vnazor-st.skole.hr",17-126-509,Splitsko-dalmatinska županija
298,ZRINSKO-FRANKOPANSKA 19,021/386-149,Split,Nadbiskupijska klasična gimnazija Don FRANE BULIĆ - s pravom javnosti,Nadbiskupija splitsko-makarska,21000,Don Josip  Dukić,"021/323-443, 021/323-440, 021/323-441",Srednja škola,www.nkg-split.hr,tajnistvo@nkg-split.hr,17-126-510,Splitsko-dalmatinska županija
299,VUKOVARSKA 37,"",Split,EKONOMSKA I UPRAVNA ŠKOLA,Splitsko-dalmatinska županija,21000,Neda  Bartulin,"021/401-300, 021/401-312, 021/401-311,021/ 401-317, 021/401-316",Srednja škola,www.ss-ekonomskaiupravna-st.skole.hr,ured@ss-ekonomskaiupravna-st.skole.hr,17-126-511,Splitsko-dalmatinska županija
300,ANTUNA GUSTAVA MATOŠA 60,021/386-829,Split,KOMERCIJALNO-TRGOVAČKA ŠKOLA SPLIT,Splitsko-dalmatinska županija,21000,Mirela  Maričić,021/386-829,Srednja škola,"",ured@ss-kom-trg-st.skole.hr,17-126-512,Splitsko-dalmatinska županija
301,TESLINA 4,021/385-903,Split,SREDNJA TEHNIČKA PROMETNA ŠKOLA,Splitsko-dalmatinska županija,21000,Josip  Balić,"021/385-937, 021/344-649, 385-942, 021/385-910",Srednja škola,http://ss-tehnicka-prometna-st.skole.hr/,tajnistvo@ss-tehnicka-prometna-st.skole.hr,17-126-513,Splitsko-dalmatinska županija
302,Zrinsko-Frankopanska 23,021/385-940,Split,TEHNIČKA ŠKOLA ZA STROJARSTVO I MEHATRONIKU,Splitsko-dalmatinska županija,21000,Marin  Tvrdić,"021/385-944, 021/ 385-944, 021/322-284",Srednja škola,www.tehnickaskola-split.hr,"tssm@tehnickaskola-split.hr, tssm@ss-tehnicka-st.skole.hr",17-126-514,Splitsko-dalmatinska županija
303,Plančićeva 1,"",Split,OBRTNA TEHNIČKA ŠKOLA,Splitsko-dalmatinska županija,21000,Milivoj  Kalebić,"021/385-938, 021/385-939, 021-386-197",Srednja škola,"",ured@ss-obrtna-tehnicka-st.skole.hr,17-126-515,Splitsko-dalmatinska županija
304,ZRINSKO FRANKOPANSKA 40,021/380-773,Split,INDUSTRIJSKA ŠKOLA,Splitsko-dalmatinska županija,21000,Ivana  Vojnović,"021/380-776, 021/380-776, 021/322-177",Srednja škola,http://www.ss-industrijska-st.skole.hr,"info@industrijskaskola.hr, info@ss-industrijska-st.skole.hr",17-126-516,Splitsko-dalmatinska županija
305,Matice Hrvatske 11,021/465-427,Split,"ŠKOLA ZA DIZAJN, GRAFIKU I ODRŽIVU GRADNJU",Splitsko-dalmatinska županija,21000,Sela  Tecilazić,"021/434-580, 021/434-581, 021/434-582",Srednja škola,www.gogss.hr,ured@ss-dizajngrafikuiodrzivugradnju-st.skole.hr,17-126-517,Splitsko-dalmatinska županija
306,ZRINSKO FRANKOPANSKA 36,021 380 764,Split,POMORSKA ŠKOLA,Splitsko-dalmatinska županija,21000,Dragan  Pavelin,"021 380 749, 021 380 765, 021 380 749, 021 380 767",Srednja škola,www.pomsk.hr,"office@pomsk.hr, admin@ss-pomorska-st.skole.hr, ured@ss-pomorska-st.skole.hr",17-126-518,Splitsko-dalmatinska županija
307,FAUSTA VRANČIĆA 17,"",Split,ŠKOLA LIKOVNIH UMJETNOSTI,Splitsko-dalmatinska županija,21000,Ivana  Korjenić,"021/467-177, 021/467-177","Srednja škola, Umjetnička škola",www.slu.hr,"skola-likovnih-umjetnosti@st.t-com.hr, ured@ss-likovne-umjetnosti-st.skole.hr",17-126-520,Splitsko-dalmatinska županija
308,ŠOLTANSKA 15,"",Split,Zdravstvena škola,Splitsko-dalmatinska županija,21000,Sanja  Perić,"021/466-018, 021/466-018, 095 2225 876",Srednja škola,http://www.ss-zdravstvena-st.skole.hr/,split@zdravstvenaskola.hr,17-126-521,Splitsko-dalmatinska županija
309,A. G. MATOŠA 60,021/386-827,Split,"TURISTIČKO - UGOSTITELJSKA ŠKOLA, SPLIT",Splitsko-dalmatinska županija,21000,Ivo  Bilić,"021/386-824, 021/386-824, 021/386-652",Srednja škola,http://ss-turisticko-ugostiteljska-st.skole.hr/,ured@tus-st.hr,17-126-522,Splitsko-dalmatinska županija
310,BENKOVAČKA 10 A,"",Split,SREDNJA ŠKOLA DENTAL CENTAR MARUŠIĆ,Udruga Marusinac,21000,,021/502-600,Srednja škola,www.dentalcentarmarusic.com,"dental.marusic@dentalcentarmarusic.com, ured@ss-dcmarusic-st.skole.hr",17-126-527,Splitsko-dalmatinska županija
311,Put Brodarice 6,021/493-542,Split,"Privatna srednja škola Marko Antun de Dominis, s pravom javnosti",Jelica Pražen,21000,Jelica  Pražen,021/493-542,Srednja škola,www.dominis.hr,"privatnaskola@dominis.hr, ravnateljica@dominis.hr",17-126-529,Splitsko-dalmatinska županija
312,Nodilova 1,"",Split,GIMNAZIJSKI KOLEGIJ KRALJICA JELENA s pravom javnosti,Ivan Plazibat,21000,Koraljka  Bezina,021 321 222,Srednja škola,"",ured@gimnazija-kolegijkraljicejelene-st.skole.hr 	,17-126-530,Splitsko-dalmatinska županija
313,Bračka cesta 3,021/635-141,Bol,SREDNJA ŠKOLA BOL,Splitsko-dalmatinska županija,21420,Lucija  Carević Brešković,"021/635-141, 635-786,",Srednja škola,http://ss-bol.skole.hr/,"lucija.carevic-breskovic@skole.hr, ured@ss-bol.skole.hr",17-444-501,Splitsko-dalmatinska županija
